번호,관리번호,지정일자,해제일자,운영상태,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
6963,3640000-S198200002,1982-03-20,,사용중,구 지하상가 지하1층,공공용시설,"대전광역시 동구 중앙로 지하 200 (중동, 구지하상가)",대전광역시 동구 중동 317번지,34627,지하,4509.1,5465,2023-07-06 16:51,I,2023-07-28 1:14,36,19,50.68,127,25,52.85,36.33105747,127.4322085,993915.7479,1814855.695
6964,3640000-S198800020,1988-03-20,,사용중,용운주공2단지아파트 206동 지하1층,공공용시설,"대전광역시 동구 백룡로 138 (용운동, 주공아파트)",대전광역시 동구 용운동 147번지,34652,지하,429.75,520,2023-10-25 15:38,U,2023-10-27 2:40,36,19,43.52,127,27,14.27,36.32873386,127.4540182,995873.035,1814596.808
6965,3640000-S198800023,1988-03-20,,사용중,용운주공2단지아파트 203동 지하1층,공공용시설,"대전광역시 동구 백룡로 138 (용운동, 주공아파트)",대전광역시 동구 용운동 147번지,34652,지하,495.87,601,2023-10-25 15:37,U,2023-10-27 2:40,36,19,43.52,127,27,14.27,36.32873386,127.4540182,995873.035,1814596.808
6966,3640000-S198800032,1988-03-20,,사용중,대전대학교 학생회관 식당(지하1층),공공용시설,대전광역시 동구 대학로 62 (대전대학교),대전광역시 동구 용운동 96번지 3호,34520,지하,1368.6,1658,2023-10-25 15:38,U,2023-10-27 2:40,36,20,6.92,127,27,29.82,36.33525656,127.4582844,996256.248,1815320.136
6967,3640000-S198800038,1988-03-20,,사용중,동대전성결교회 지하주차장 1층,공공용시설,"대전광역시 동구 미래길 4 (자양동, 동대전성결교회)",대전광역시 동구 자양동 281번지 3호,34610,지하,2371.9,2875,2024-01-24 14:49,U,2024-01-26 2:40,36,19,54.9,127,26,27.54,36.33191555,127.440983,994703.3134,1814950.357
6970,3640000-S199000006,1990-03-20,,사용중,동대전정신병원 지하1층,공공용시설,대전광역시 동구 옥천로 315 (삼정동),대전광역시 동구 삼정동 118번지 5호,34502,지하,614.2,744,2023-10-31 9:58,U,2023-11-02 2:40,36,19,22.62,127,28,16.98,36.32294988,127.4713843,997431.4874,1813954.643
6971,3640000-S199000022,1990-03-20,,사용중,평화아파트 지하주차장(지하1층),공공용시설,"대전광역시 동구 비래서로62번길 5 (가양동, 평화아파트)",대전광역시 동구 가양동 46번지 2호,34528,지하,331,401,2023-01-04 11:06,I,2023-07-28 1:14,36,21,14.11,127,27,4.31,36.35391581,127.451163,995618.185,1817390.139
6972,3640000-S199100008,1991-03-20,,사용중,판암초등학교 지하1층,공공용시설,"대전광역시 동구 옥천로180번길 32 (판암동, 대전판암초등학교)",대전광역시 동구 판암동 334번지 1호,34676,지하,1029.77,1248,2023-10-31 10:03,U,2023-11-02 2:40,36,18,57.64,127,27,40.02,36.316012,127.4611162,996509.5325,1813185.411
6973,3640000-S199100013,1991-03-20,,사용중,판암주공아파트 104동 지하1층,공공용시설,"대전광역시 동구 옥천로180번길 47-2 (판암동, 주공아파트)",대전광역시 동구 판암동 178번지,34677,지하,842.98,1021,2023-10-31 10:00,U,2023-11-02 2:40,36,18,56.1,127,27,43.27,36.31558375,127.4620183,996590.4879,1813137.877
6974,3640000-S199100014,1991-03-21,,사용중,판암주공아파트 105동 지하1층,공공용시설,"대전광역시 동구 옥천로180번길 47-2 (판암동, 주공아파트)",대전광역시 동구 판암동 178번지,34677,지하,747.11,905,2023-10-31 10:00,U,2023-11-02 2:40,36,18,56.1,127,27,43.27,36.31558375,127.4620183,996590.4879,1813137.877
6975,3640000-S199100024,1991-03-20,,사용중,판암주공아파트 207동 지하1층,공공용시설,"대전광역시 동구 옥천로180번길 23 (판암동, 주공아파트)",대전광역시 동구 판암동 202번지,34677,지하,770.25,933,2023-10-31 10:02,U,2023-11-02 2:40,36,18,59.3,127,27,40.01,36.31647218,127.4611137,996509.3297,1813236.455
6976,3640000-S199100025,1991-03-20,,사용중,판암주공아파트 208동 지하1층,공공용시설,"대전광역시 동구 옥천로180번길 23 (판암동, 주공아파트)",대전광역시 동구 판암동 202번지,34677,지하,489.26,593,2023-10-31 10:02,U,2023-11-02 2:40,36,18,59.3,127,27,40.01,36.31647218,127.4611137,996509.3297,1813236.455
6977,3640000-S199100027,1991-03-20,,사용중,판암주공아파트 210동 지하1층,공공용시설,"대전광역시 동구 옥천로180번길 23 (판암동, 주공아파트)",대전광역시 동구 판암동 202번지,34677,지하,747.11,905,2023-10-31 10:02,U,2023-11-02 2:40,36,18,59.3,127,27,40.01,36.31647218,127.4611137,996509.3297,1813236.455
6978,3640000-S199100029,1991-03-20,,사용중,삼정하이츠타운 1동 지하1층,공공용시설,"대전광역시 동구 동부로73번길 95 (용운동, 삼정하이츠타운)",대전광역시 동구 용운동 363번지,34661,지하,330.58,400,2023-06-13 11:47,I,2023-07-28 1:14,36,19,33.8,127,27,29.89,36.3260561,127.4583034,996257.512,1814299.614
6979,3640000-S199100030,1991-03-20,,사용중,삼정하이츠타운 5동 지하1층,공공용시설,"대전광역시 동구 동부로73번길 95 (용운동, 삼정하이츠타운)",대전광역시 동구 용운동 363번지,34661,지하,264.46,320,2023-06-13 11:46,I,2023-07-28 1:14,36,19,33.8,127,27,29.89,36.3260561,127.4583034,996257.512,1814299.614
6980,3640000-S199100031,1991-03-20,,사용중,삼정하이츠타운 6동 지하1층,공공용시설,"대전광역시 동구 동부로73번길 95 (용운동, 삼정하이츠타운)",대전광역시 동구 용운동 363번지,34661,지하,330.58,400,2023-06-13 11:46,I,2023-07-28 1:14,36,19,33.8,127,27,29.89,36.3260561,127.4583034,996257.512,1814299.614
6981,3640000-S199100038,1991-03-20,,사용중,동아마이스터고등학교 지하실 1층,공공용시설,"대전광역시 동구 충정로 97 (자양동, 동아마이스터고등학교)",대전광역시 동구 자양동 2번지,34511,지하,5514.74,6684,2024-01-24 15:24,U,2024-01-26 2:40,36,20,40.36,127,27,9.64,36.34454329,127.4526789,995753.6916,1816350.461
6982,3640000-S199100053,1991-03-20,,사용중,대전보건대학 지하주차장(지하1층),공공용시설,"대전광역시 동구 충정로 21 (가양동, 대전보건대학)",대전광역시 동구 가양동 77번지 3호,34504,지하,727,881,2023-01-04 11:09,I,2023-07-28 1:14,36,20,54.93,127,27,12.89,36.34859153,127.4535813,995834.8832,1816799.457
6983,3640000-S199200016,1992-03-20,,사용중,대전대학교 한의학관 주차장(지하1층),공공용시설,"대전광역시 동구 대학로 62 (용운동, 대전대학교)",대전광역시 동구 용운동 96번지 3호,34520,지하,1457.86,1767,2023-10-25 15:40,U,2023-10-27 2:40,36,20,6.92,127,27,29.82,36.33525656,127.4582844,996256.248,1815320.136
6984,3640000-S199200020,1992-03-20,,사용중,우송뷰티센터 지하실 1층,공공용시설,대전광역시 동구 동대전로 143 (자양동),대전광역시 동구 자양동 68번지 17호,34608,지하,456.13,552,2024-01-24 15:29,U,2024-01-26 2:40,36,20,6.27,127,26,46.31,36.33505222,127.4462418,995175.4813,1815298.005
6985,3640000-S199200030,1992-03-20,,사용중,상수도 동부사업소 지하식당(지하1층),공공용시설,대전광역시 동구 동대전로 292 (가양동),대전광역시 동구 가양동 418번지 9호,34534,지하,705,854,2023-01-04 11:07,I,2023-07-28 1:14,36,20,48.88,127,26,42.06,36.34691209,127.4450152,995066.1441,1816613.575
6986,3640000-S199300007,1993-03-20,,사용중,판암주공아파트 401동 지하1층,공공용시설,"대전광역시 동구 동부로 56-8 (판암동, 주공아파트)",대전광역시 동구 판암동 242번지,34674,지하,611,740,2023-09-01 16:34,U,2023-09-03 2:40,36,19,16.14,127,27,32.89,36.32113303,127.4591743,996335.4499,1813753.51
6987,3640000-S199300032,1993-03-20,,사용중,판암주공아파트 505동 지하1층,공공용시설,"대전광역시 동구 동부로 73 (판암동, 주공아파트)",대전광역시 동구 판암동 237번지,34664,지하,456,552,2023-09-01 16:34,U,2023-09-03 2:40,36,19,21.46,127,27,37.33,36.32262746,127.4603687,996442.7282,1813919.229
6988,3640000-S199300045,1993-03-20,,사용중,판암주공아파트 603동 지하1층,공공용시설,대전광역시 동구 동부로 55-58 (주공아파트6단지),대전광역시 동구 판암동 233번지,34664,지하,704,853,2023-09-01 16:35,U,2023-09-03 2:40,36,19,24.63,127,27,29.29,36.32365932,127.4586714,996290.4327,1814033.747
6989,3640000-S199300056,1993-03-20,,사용중,대웅제약빌딩 지하주차장 1층,공공용시설,대전광역시 동구 동대전로 331 (가양동),대전광역시 동구 가양동 426번지 4호,34574,지하,676,819,2024-01-22 10:05,U,2024-01-24 2:40,36,20,59.36,127,26,33.26,36.34985791,127.4426657,994855.5154,1816940.451
6990,3640000-S199300061,1993-03-20,,사용중,삼덕빌라 지하주차장(지하1층),공공용시설,"대전광역시 동구 동대전로284번길 64 (가양동, 삼덕빌라)",대전광역시 동구 가양동 86번지 48호,34535,지하,278,336,2023-01-04 11:08,I,2023-07-28 1:14,36,20,51.32,127,26,54.77,36.34758811,127.4485467,995383.0711,1816688.385
6991,3640000-S199500010,1995-03-20,,사용중,삼진빌딩 지하1층 주차장,공공용시설,대전광역시 동구 동부로 47-0 (판암동),대전광역시 동구 판암동 244번지,34665,지하,568.6,689,2022-12-26 8:24,I,2023-07-28 1:14,36,19,15.68,127,27,28.89,36.32090156,127.4580228,996232.078,1813727.88
6992,3640000-S199500012,1995-03-20,,사용중,대전대학교 2생활관 학생식당(지하1층),공공용시설,"대전광역시 동구 대학로 62 (용운동, 대전대학교)",대전광역시 동구 용운동 96번지 3호,34520,지하,1057.86,1282,2023-10-25 15:39,U,2023-10-27 2:40,36,20,6.92,127,27,29.82,36.33525656,127.4582844,996256.248,1815320.136
6993,3640000-S199600010,1996-03-20,,사용중,우송예술회관 지하실 1층,공공용시설,대전광역시 동구 동대전로 171 (자양동),대전광역시 동구 자양동 155번지 3호,34608,지하,1319.86,1599,2024-01-24 15:34,U,2024-01-26 2:40,36,20,15.07,127,26,49.74,36.33751887,127.4471512,995257.2453,1815571.562
6994,3640000-S199600037,1996-03-20,,사용중,현암아파트 1동 지하1층,공공용시설,"대전광역시 동구 대전로994번길 75 (홍도동, 현암아파트)",대전광역시 동구 홍도동 16번지 1호,34561,지하,337.19,408,2023-07-06 17:16,I,2023-07-28 1:14,36,20,37.64,127,25,28.61,36.34378916,127.4246138,993235.2329,1816268.41
6995,3640000-S199600038,1996-03-20,,사용중,현암아파트 2동 지하1층,공공용시설,"대전광역시 동구 대전로994번길 75 (홍도동, 현암아파트)",대전광역시 동구 홍도동 16번지 1호,34561,지하,115.7,140,2023-07-06 17:16,I,2023-07-28 1:14,36,20,37.64,127,25,28.61,36.34378916,127.4246138,993235.2329,1816268.41
6996,3640000-S199600039,1996-03-20,,사용중,현암아파트 3동 지하1층,공공용시설,"대전광역시 동구 대전로994번길 75 (홍도동, 현암아파트)",대전광역시 동구 홍도동 16번지 1호,34561,지하,555.37,673,2023-07-06 17:17,I,2023-07-28 1:14,36,20,37.64,127,25,28.61,36.34378916,127.4246138,993235.2329,1816268.41
6997,3640000-S199600042,1996-03-20,,사용중,동구청소년자연수련관 지하시설 지하1층,공공용시설,"대전광역시 동구 산내로474번길 123 (상소동, 대전광역시동구청소년자연수련관)",대전광역시 동구 상소동 375번지 1호,34712,지하,480,581,2023-07-25 13:18,U,2023-08-01 2:40,36,13,20.67,127,26,58.77,36.22240746,127.4496579,995475.5611,1802803.304
6998,3640000-S199700003,1997-03-20,,사용중,대전대학교 지산도서관 지하주차장 (지하1층),공공용시설,"대전광역시 동구 대학로 62 (용운동, 대전대학교)",대전광역시 동구 용운동 96번지 3호,34520,지하,6119.04,7417,2023-10-25 15:40,U,2023-10-27 2:40,36,20,6.92,127,27,29.82,36.33525656,127.4582844,996256.248,1815320.136
6999,3640000-S199800004,1998-03-20,,사용중,대전대학교 인문학관(6호관) 학생식당(지하1층),공공용시설,"대전광역시 동구 대학로 62 (용운동, 대전대학교)",대전광역시 동구 용운동 96번지 3호,34520,지하,1953.73,2368,2023-06-13 13:53,I,2023-07-28 1:14,36,20,6.92,127,27,29.82,36.33525656,127.4582844,996256.248,1815320.136
7000,3640000-S199900015,1999-03-20,,사용중,효동현대아파트 103동 앞 지하주차장 1층~2층,공공용시설,"대전광역시 동구 대전로 646 (효동, 효동현대아파트)",대전광역시 동구 효동 135번지 1호,34636,지하,5983,7252,2023-10-25 16:49,U,2023-10-27 2:40,36,19,5.57,127,26,22.43,36.31821486,127.4395631,994574.9312,1813430.746
7001,3640000-S199900022,1999-03-20,,사용중,선샤인호텔 지하주차장 1층,공공용시설,대전광역시 동구 동서대로 1700 (가양동),대전광역시 동구 가양동 451번지 3호,34573,지하,865.99,1049,2024-01-22 10:04,U,2024-01-24 2:40,36,20,56.99,127,26,18.71,36.34919921,127.4385687,994487.8518,1816867.613
7002,3640000-S200000003,2000-03-20,,사용중,판암 미리내아파트 103동 지하1층 주차장,공공용시설,"대전광역시 동구 동구청로203번길 36 (판암동, 미리내아파트)",대전광역시 동구 판암동 461번지,34673,지하,684.3,829,2024-01-23 10:17,U,2024-01-25 2:40,36,18,57.98,127,27,16.9,36.31609594,127.4546753,995931.3574,1813194.973
7003,3640000-S200000004,2000-03-20,,사용중,판암 미리내아파트 101동 지하1층 주차장,공공용시설,"대전광역시 동구 동구청로203번길 35 (판암동, 미리내아파트)",대전광역시 동구 판암동 460 미리내아파트,34673,지하,303.52,367,2024-01-23 10:20,U,2024-01-25 2:40,36,18,57.48,127,27,16.94,36.31596557,127.4547065,995934.1476,1813180.511
7004,3640000-S200000005,2000-03-20,,사용중,판암테크노타운 지하1층 주차장,공공용시설,대전광역시 동구 새울로 41-0,대전광역시 동구 판암동 239번지 2호,34674,지하,2360.34,2861,2022-12-26 8:24,I,2023-07-28 1:14,36,19,19.35,127,27,44.12,36.32206616,127.4624094,996625.8799,1813856.897
7005,3640000-S200000023,2000-03-20,,사용중,한숲아파트 101동 앞 지하주차장 1층,공공용시설,"대전광역시 동구 계족로489번길 73 (용전동, 한숲아파트)",대전광역시 동구 용전동 194번지 3호,34545,지하,2892.58,3506,2023-11-03 16:01,U,2023-11-05 2:40,36,21,19.54,127,25,43.12,36.35542825,127.4286455,993597.9703,1817559.157
7006,3640000-S200000024,2000-03-20,,사용중,한숲아파트 105동 앞 지하주차장 1층,공공용시설,"대전광역시 동구 계족로489번길 73 (용전동, 한숲아파트)",대전광역시 동구 용전동 194번지 3호,34545,지하,2277.7,2760,2023-11-03 16:01,U,2023-11-05 2:40,36,21,19.54,127,25,43.12,36.35542825,127.4286455,993597.9703,1817559.157
7007,3640000-S200000025,2000-03-20,,사용중,한숲아파트 107동 앞 지하주차장 1층,공공용시설,"대전광역시 동구 계족로489번길 73 (용전동, 한숲아파트)",대전광역시 동구 용전동 194번지 3호,34545,지하,2277.7,2760,2023-11-03 16:02,U,2023-11-05 2:40,36,21,19.54,127,25,43.12,36.35542825,127.4286455,993597.9703,1817559.157
7008,3640000-S200000026,2000-03-20,,사용중,한숲아파트 109동 앞 지하주차장 1층,공공용시설,"대전광역시 동구 계족로489번길 73 (용전동, 한숲아파트)",대전광역시 동구 용전동 194번지 3호,34545,지하,1930.59,2340,2023-11-03 16:02,U,2023-11-05 2:40,36,21,19.54,127,25,43.12,36.35542825,127.4286455,993597.9703,1817559.157
7009,3640000-S200000027,2000-03-20,,사용중,한숲아파트 114동 앞 지하주차장 1층,공공용시설,"대전광역시 동구 계족로489번길 73 (용전동, 한숲아파트)",대전광역시 동구 용전동 194번지 3호,34545,지하,1613.23,1955,2023-11-03 16:02,U,2023-11-05 2:40,36,21,19.54,127,25,43.12,36.35542825,127.4286455,993597.9703,1817559.157
7010,3640000-S200100001,2001-03-20,,사용중,큰솔아파트1단지 지하주차장 1층,공공용시설,"대전광역시 동구 계족로512번길 52 (용전동, 큰솔아파트1단지)",대전광역시 동구 용전동 48번지 22호,34542,지하,1914.06,2320,2023-06-13 14:33,I,2023-07-28 1:14,36,21,20.84,127,26,5.35,36.35584461,127.4348797,994157.3418,1817604.945
7011,3640000-S200100002,2001-03-20,,사용중,석촌마을아파트 지하주차장 1층,공공용시설,"대전광역시 동구 우암로 186 (성남동, 석촌마을)",대전광역시 동구 성남동 518번지,34593,지하,4708,5706,2023-06-14 16:06,I,2023-07-28 1:14,36,20,29.54,127,26,16.61,36.34120669,127.4378031,994418.5899,1815981.119
7012,3640000-S200100004,2001-03-20,,사용중,솔랑마을아파트 지하 1층 주차장,공공용시설,"대전광역시 동구 대전로 968 (삼성동, 솔랑마을아파트)",대전광역시 동구 삼성동 369번지 1호,34562,지하,4911,5952,2024-01-18 14:26,U,2024-01-20 2:40,36,20,36.27,127,25,22.59,36.34340857,127.4229412,993085.1044,1816226.313
7013,3640000-S200300005,2003-02-18,,사용중,용방마을아파트 303동 앞 주차건물 지하1층,공공용시설,"대전광역시 동구 용운로 80 (용운동, 용방마을아파트)",대전광역시 동구 용운동 460번지,34660,지하,8829.79,10702,2023-10-25 15:41,U,2023-10-27 2:40,36,19,37.2,127,27,4.91,36.32700089,127.4513652,995634.8261,1814404.701
7014,3640000-S200300006,2003-02-18,,사용중,용방마을아파트 308동 앞 주차건물 지하1층,공공용시설,"대전광역시 동구 용운로 80 (용운동, 용방마을아파트)",대전광역시 동구 용운동 460번지,34660,지하,6076.06,7364,2023-10-25 15:42,U,2023-10-27 2:40,36,19,37.2,127,27,4.91,36.32700089,127.4513652,995634.8261,1814404.701
7015,3640000-S200300008,2003-02-18,,사용중,용방마을아파트 318동 앞 주차건물 지하1층,공공용시설,"대전광역시 동구 용운로 80 (용운동, 용방마을아파트)",대전광역시 동구 용운동 460번지,34660,지하,3226.46,3910,2023-10-25 15:42,U,2023-10-27 2:40,36,19,37.2,127,27,4.91,36.32700089,127.4513652,995634.8261,1814404.701
7016,3640000-S200400001,2004-11-02,,사용중,석천들마을아파트 지하1층 주차장(103동과 104동사이,공공용시설,"대전광역시 동구 산내로1257번길 40 (낭월동, 석천들주공아파트)",대전광역시 동구 낭월동 611번지,34705,지하,1719,2083,2023-08-18 17:29,U,2023-08-24 2:40,36,16,35.49,127,28,4.64,36.2765253,127.4679544,997121.9229,1808805.316
7017,3640000-S200400002,2004-11-02,,사용중,석천들마을아파트 지하1층 주차장(104동과 105동사이,공공용시설,"대전광역시 동구 산내로1257번길 40 (낭월동, 석천들주공아파트)",대전광역시 동구 낭월동 611번지,34705,지하,1644,1992,2023-07-25 13:20,U,2023-08-01 2:40,36,16,35.49,127,28,4.64,36.2765253,127.4679544,997121.9229,1808805.316
7018,3640000-S200400003,2004-11-02,,사용중,석천들마을아파트 지하1층 주차장(114동과 115동사이,공공용시설,"대전광역시 동구 산내로1257번길 40 (낭월동, 석천들주공아파트)",대전광역시 동구 낭월동 611번지,34705,지하,2596,3146,2023-07-25 13:20,U,2023-08-01 2:40,36,16,35.49,127,28,4.64,36.2765253,127.4679544,997121.9229,1808805.316
7019,3640000-S200500001,2005-01-20,,사용중,부성한울아파트 지하주차장(지하1층),공공용시설,"대전광역시 동구 동서대로1770번길 76 (가양동, 한울아파트)",대전광역시 동구 가양동 28번지 6호,34527,지하,3098,3755,2023-01-04 11:08,I,2023-07-28 1:14,36,21,7.86,127,26,51.12,36.35218205,127.4475323,995292.3286,1817197.999
7020,3640000-S200500002,2005-01-20,,사용중,큰솔아파트 지하주차장(지하1층),공공용시설,"대전광역시 동구 충정로18번길 60 (가양동, 큰솔아파트)",대전광역시 동구 가양동 162번지 11호,34507,지하,5636,6831,2023-01-04 11:05,I,2023-07-28 1:14,36,20,49.34,127,27,3.02,36.34703121,127.4508542,995590.0942,1816626.505
7021,3640000-S200500009,2005-01-29,,사용중,효촌마을아파트 208동 지하주차장 1층,공공용시설,"대전광역시 동구 계족로368번길 11 (성남동, 효촌마을아파트)",대전광역시 동구 성남동 520번지,34583,지하,7771.94,9420,2023-06-14 16:07,I,2023-07-28 1:14,36,20,41.71,127,26,4.3,36.34492032,127.4345282,994124.9877,1816393.231
7022,3640000-S200700003,2017-02-09,,사용중,어진마을아파트 지하주차장(지하1층),공공용시설,대전광역시 동구 계족로 65 (인동),대전광역시 동구 인동 353번지,34639,지하,6717.41,8142,2023-06-11 10:27,I,2023-07-28 1:14,36,19,14.59,127,26,34.73,36.32071939,127.4429813,994881.9296,1813708.364
7023,3640000-S201000003,2010-11-23,,사용중,한밭여자중학교 본관 지하1층,공공용시설,"대전광역시 동구 동대전로110번길 74-57 (대동, 한밭여자중학교)",대전광역시 동구 대동 28번지,34654,지하,694,841,2023-09-08 9:05,U,2023-09-10 2:40,36,19,48.61,127,26,54.05,36.33017,127.4483479,995364.1992,1814756.362
7024,3640000-S201100001,2011-01-04,,사용중,신동아파밀리에아파트 1단지 지하주차장 1층,공공용시설,"대전광역시 동구 동산초교로 46 (홍도동, 신동아파밀리에아파트1단지)",대전광역시 동구 홍도동 1003번지,34555,지하,12995,15751,2023-07-06 17:19,I,2023-07-28 1:14,36,20,51.82,127,25,30.65,36.34772711,127.425181,993286.4639,1816705.173
7025,3640000-S201100002,2011-01-04,,사용중,오투그란데아파트 지하1층 주차장,공공용시설,"대전광역시 동구 산내로 1375 (낭월동, 오투그란데아파트)",대전광역시 동구 낭월동 304번지,34701,지하,33953,41155,2023-07-25 13:21,U,2023-08-01 2:40,36,17,8.64,127,27,54.15,36.28573464,127.4650421,996860.7312,1809826.905
7026,3640000-S201100003,2011-01-04,,사용중,은어송마을2단지아파트 지하1층 주차장,공공용시설,"대전광역시 동구 동구청로 35 (대성동, 은어송마을2단지코오롱하늘채)",대전광역시 동구 대성동 130번지,34696,지하,44203,53579,2023-07-25 13:21,U,2023-08-01 2:40,36,18,6.92,127,27,34.19,36.30192299,127.4594984,996363.6558,1811622.713
7027,3640000-S201100005,2011-01-03,,사용중,"대전도시철도공사 판암역 지하1,2층",공공용시설,"대전광역시 동구 옥천로 지하 162 (판암동, 판암역)",대전광역시 동구 판암동 484번지,34676,지하,6332,7675,2023-10-31 17:24,U,2023-11-02 2:40,36,19,1.14,127,27,30.38,36.31691349,127.458344,996260.7196,1813285.509
7028,3640000-S201100006,2011-01-06,,사용중,대전도시철도공사 대전역 지하1층~5층,공공용시설,"대전광역시 동구 중앙로 지하 218 (중동, 대전역(도시철도))",대전광역시 동구 중동 317번지,34629,지하,14069.6,17054,2023-07-06 16:53,I,2023-07-28 1:14,36,19,52.8,127,25,58.82,36.33113959,127.4331424,993999.5775,1814864.746
7029,3640000-S201100007,2011-01-07,,사용중,도시철도 대동역사 1번~ 6번 출구 지하1층~3층,공공용시설,"대전광역시 동구 계족로 지하176, 대동역 (대동)",대전광역시 동구 대동 138-56 대동역,34604,지하,10000,12121,2023-09-08 9:06,U,2023-09-10 2:40,36,19,46.36,127,26,34.38,36.32936996,127.4426478,994852.5663,1814667.909
7030,3640000-S201100008,2011-01-20,,사용중,"대전도시철도공사 신흥역 지하1,2층",공공용시설,대전광역시 동구 옥천로 71 (판암동),대전광역시 동구 판암동 605-6,34670,지하,6728,8155,2023-08-04 9:35,U,2023-08-11 2:40,36,19,11.14,127,26,57.15,36.31976029,127.4492073,995440.7284,1813601.669
7031,3640000-S201100009,2011-01-20,,사용중,천동휴먼시아1단지 107동 옆 지하1층 주차장,공공용시설,"대전광역시 동구 대전로542번길 78 (천동, 휴먼시아1단지아파트)",대전광역시 동구 천동 529번지,34686,지하,6929,8398,2024-01-24 11:09,U,2024-01-26 2:40,36,18,55.61,127,26,44.86,36.31544667,127.4457935,995134.028,1813123.367
7032,3640000-S201100011,2011-01-20,,사용중,은어송마을1단지 108동 앞 지하 1층 주차장,공공용시설,"대전광역시 동구 동구청로 67 (가오동, 은어송마을1단지)",대전광역시 동구 가오동 658번지,34695,지하,8613,10440,2023-07-04 8:17,I,2023-07-28 1:14,36,18,14.35,127,27,27.47,36.30398745,127.4576296,996195.9692,1811851.775
7033,3640000-S201100012,2011-01-20,,사용중,은어송마을3단지 307동 옆  지하 1층 주차장,공공용시설,"대전광역시 동구 은어송로 117 (가오동, 은어송마을3단지)",대전광역시 동구 가오동 496번지,34681,지하,8941,10837,2023-07-04 8:19,I,2023-07-28 1:14,36,18,38.54,127,27,34.63,36.31070557,127.4596189,996374.8786,1812596.875
7034,3640000-S201100015,2011-01-20,,사용중,은어송마을6단지 601동 뒤편 지하 1층 주차장,공공용시설,"대전광역시 동구 신기로 100 (가오동, 은어송마을6단지)",대전광역시 동구 가오동 497번지,34680,지하,5404,6550,2023-07-04 8:21,I,2023-07-28 1:14,36,18,37.33,127,27,25.42,36.31037005,127.4570603,996145.1686,1812559.758
7035,3640000-S201100024,2011-06-15,,사용중,새피앙아파트 101동 지하주차장 1층,공공용시설,"대전광역시 동구 홍도로 60 (용전동, 새피앙아파트)",대전광역시 동구 용전동 82번지 2호,34546,지하,1308.66,1586,2023-06-13 14:36,I,2023-07-28 1:14,36,21,3.84,127,25,44.36,36.35105496,127.4289893,993628.4578,1817074.043
7036,3640000-S201100025,2011-06-15,,사용중,새피앙아파트 102동 지하주차장 1층,공공용시설,"대전광역시 동구 홍도로46번길 20 (용전동, 새피앙아파트)",대전광역시 동구 용전동 181번지 1호,34546,지하,1953.5,2367,2023-06-13 14:40,I,2023-07-28 1:14,36,21,2.34,127,25,44.7,36.35060332,127.4290727,993635.9025,1817023.942
7037,3640000-S201100026,2011-11-01,,사용중,아침마을101동~104동지하주차장 1층,공공용시설,"대전광역시 동구 우암로 192 (가양동, 아침마을)",대전광역시 동구 가양동 705번지,34593,지하,7211,8740,2024-01-22 10:05,U,2024-01-24 2:40,36,20,29.68,127,26,19.88,36.34157777,127.4388558,994513.0799,1816022.218
7038,3640000-S201100027,2011-11-01,,사용중,아침마을105동~107동지하주차장 1층,공공용시설,"대전광역시 동구 우암로 192 (가양동, 아침마을)",대전광역시 동구 가양동 705번지,34593,지하,2804,3398,2024-01-22 10:05,U,2024-01-24 2:40,36,20,29.68,127,26,19.88,36.34157777,127.4388558,994513.0799,1816022.218
7039,3640000-S201100028,2011-11-01,,사용중,"아침마을110동,114동~116동지하주차장 1층",공공용시설,"대전광역시 동구 우암로 192 (가양동, 아침마을)",대전광역시 동구 가양동 705번지,34593,지하,8554,10368,2024-01-22 10:06,U,2024-01-24 2:40,36,20,29.68,127,26,19.88,36.34157777,127.4388558,994513.0799,1816022.218
7040,3640000-S201100029,2011-11-01,,사용중,"아침마을108동~109동,111동~113동지하주차장1층",공공용시설,"대전광역시 동구 우암로 192 (가양동, 아침마을)",대전광역시 동구 가양동 705번지,34593,지하,6916,8383,2024-01-22 10:06,U,2024-01-24 2:40,36,20,29.68,127,26,19.88,36.34157777,127.4388558,994513.0799,1816022.218
7041,3640000-S201100031,2011-06-10,,사용중,참좋은아파트 지하주차장 1층,공공용시설,"대전광역시 동구 대전로 706 (인동, 동구인동참좋은아파트)",대전광역시 동구 인동 18번지 1호,34632,지하,2902,3517,2023-06-11 10:34,I,2023-07-28 1:14,36,19,24.16,127,26,14.61,36.32342814,127.4371664,994360.1747,1814009.144
7042,3640000-S201100032,2011-06-10,,사용중,신흥마을아파트 지하주차장(지하1층),공공용시설,대전광역시 동구 옥천로 38 (신흥동),대전광역시 동구 신흥동 212번지,34669,지하,9526.97,11547,2023-06-11 10:45,I,2023-07-28 1:14,36,19,15.02,127,26,43.67,36.32083854,127.445465,995104.8782,1813721.452
