번호,관리번호,지정일자,해제일자,운영상태,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보(X),좌표정보(Y)
7527,3670000-S201300007,2013-12-31,,사용중,도안트리풀시티9단지아파트 지하주차장 1층,공공용시설,"대전광역시 유성구 상대남로 26 (상대동, 도안신도시9블록 트리풀시티아파트)",대전광역시 유성구 상대동 487번지,34200,지하,105837,128287,2023-10-26 16:03,U,2023-10-28 2:40,36,20,32.61,127,20,8.11,36.34247906,127.3355654,985244.2372,1816133.003
7528,3670000-S201300008,2013-12-31,,사용중,도안휴먼시아10단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 원신흥로 37 (원신흥동, 도안휴먼시아10단지)",대전광역시 유성구 원신흥동 495번지,34193,지하,23278,28215,2023-10-11 19:12,U,2023-10-13 2:40,36,20,18.77,127,20,24.44,36.33854804,127.3401224,985652.4442,1815696.284
7529,3670000-S201300009,2013-12-31,,사용중,도안어울림하트12단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 동서대로 725 (원신흥동, 어울림하트)",대전광역시 유성구 원신흥동 529번지,34195,지하,38819,47053,2023-10-11 19:12,U,2023-10-13 2:40,36,19,57.57,127,20,37.31,36.33265728,127.3436967,985972.1467,1815042.351
7530,3670000-S201400002,2014-03-10,,사용중,대전외국인학교(본관 강당 지하1층),공공용시설,대전광역시 유성구 용산2로 77 (용산동),대전광역시 유성구 용산동 709번지,34035,지하,517,626,2023-10-11 19:13,U,2023-10-13 2:40,36,25,0.96,127,23,51.92,36.41693388,127.3977563,990833.7697,1824383.963
7531,3670000-S201600006,2016-12-26,,사용중,노은꿈에그린1단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 지족북로 33 (지족동, 한화꿈에그린1블럭)",대전광역시 유성구 지족동 1089번지,34070,지하,32976,39970,2023-11-13 22:22,U,2023-11-15 2:40,36,23,19.13,127,18,9.85,36.38864801,127.302737,982308.7888,1821259.648
7532,3670000-S201600007,2016-12-26,,사용중,노은꿈에그린2단지아파트 지하주차장 1층,공공용시설,"대전광역시 유성구 지족북로 60 (지족동, 한화꿈에그린2블럭)",대전광역시 유성구 지족동 1093번지,34070,지하,36270,43963,2023-11-13 22:23,U,2023-11-15 2:40,36,23,20.41,127,18,19,36.38899669,127.3050526,982516.5332,1821297.902
7533,3670000-S201600008,2016-12-26,,사용중,노은해랑숲마을5단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 지족로 240 (지족동, 노은해랑숲마을5단지아파트)",대전광역시 유성구 지족동 1033번지,34073,지하,14524,17604,2023-11-13 22:24,U,2023-11-15 2:40,36,23,7.72,127,18,14.78,36.38547824,127.3041047,982430.7319,1820907.801
7534,3670000-S201600009,2016-12-26,,사용중,노은해랑숲마을6단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 지족동로 123 (지족동, 노은해랑숲마을6단지아파트)",대전광역시 유성구 지족동 1031번지,34073,지하,12033,14585,2023-11-13 22:24,U,2023-11-15 2:40,36,23,6.68,127,18,28.79,36.38518946,127.307996,982779.6686,1820875.068
7535,3670000-S201600010,2016-12-26,,사용중,노은4단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 지족로148번길 40 (지족동, 노은4단지)",대전광역시 유성구 지족동 1051번지,34074,지하,10148,12300,2023-11-13 22:24,U,2023-11-15 2:40,36,22,39.68,127,18,16.76,36.37768935,127.3046556,982478.3949,1820043.742
7536,3670000-S201600011,2016-12-26,,사용중,노은3지구1단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 지족로190번길 15 (지족동, 노은3지구1단지)",대전광역시 유성구 지족동 1040번지,34073,지하,5351,6486,2023-11-13 22:26,U,2023-11-15 2:40,36,22,53.97,127,18,12.03,36.38165764,127.303343,982361.557,1820484.152
7537,3670000-S201600012,2016-12-26,,사용중,노은에코힐7단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 지족로190번길 39 (지족동, LH노은에코힐)",대전광역시 유성구 지족동 1041번지,34073,지하,9814,11895,2023-11-13 22:27,U,2023-11-15 2:40,36,22,54.17,127,18,16.95,36.38171289,127.3047085,982484.0473,1820490.031
7538,3670000-S201600013,2016-12-26,,사용중,노은네이처뷰3단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 지족로148번길 22 (지족동, 엘에이치네이처뷰)",대전광역시 유성구 지족동 1050번지,34074,지하,15154,18368,2023-11-13 22:27,U,2023-11-15 2:40,36,22,39.63,127,18,13.13,36.37767607,127.3036474,982387.9598,1820042.453
7539,3670000-S201700001,2017-01-13,,사용중,스마트시티2단지아파트 지하주차장 1층,공공용시설,"대전광역시 유성구 엑스포로123번길 65-38 (도룡동, 스마트시티)",대전광역시 유성구 도룡동 4번지 6호,34125,지하,30282,36705,2023-10-11 19:17,U,2023-10-13 2:40,36,22,39.8,127,23,29.03,36.37766523,127.3914965,990267.6717,1820028.816
7540,3670000-S201700002,2017-01-13,,사용중,스마트시티5단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 엑스포로123번길 65-38 (도룡동, 스마트시티)",대전광역시 유성구 도룡동 4번지 6호,34125,지하,28551,34607,2023-10-11 19:18,U,2023-10-13 2:40,36,22,39.8,127,23,29.03,36.37766523,127.3914965,990267.6717,1820028.816
7541,3670000-S201700003,2017-01-13,,사용중,스마트시티리버뷰오피스텔(지하1층 주차장),공공용시설,"대전광역시 유성구 엑스포로123번길 26-30 (도룡동, 스마트시티리버뷰오피스텔)",대전광역시 유성구 도룡동 4번지 28호,34125,지하,10097,12238,2023-10-11 19:18,U,2023-10-13 2:40,36,22,31.35,127,23,44.23,36.37549767,127.3952074,990600.2659,1819788.02
7542,3670000-S201700004,2017-08-01,,사용중,죽동금성백조예미지아파트 지하주차장 1층,공공용시설,"대전광역시 유성구 죽동로 321 (죽동, 금성백조예미지)",대전광역시 유성구 죽동 688번지,34127,지하,52310,63406,2024-01-01 22:13,U,2024-01-03 2:40,36,22,8.33,127,20,8.85,36.36898099,127.3357917,985269.5418,1819072.598
7543,3670000-S201700005,2017-08-01,,사용중,죽동칸타빌아파트 지하주차장 1층,공공용시설,"대전광역시 유성구 죽동로 39 (죽동, 칸타빌)",대전광역시 유성구 죽동 683번지,34127,지하,55568,67355,2024-01-01 22:13,U,2024-01-03 2:40,36,22,10.82,127,20,2.42,36.36967316,127.334006,985109.4855,1819149.649
7544,3670000-S201700006,2017-08-01,,사용중,죽동푸르지오아파트 지하 1층 주차장,공공용시설,"대전광역시 유성구 죽동로 251 (죽동, 푸르지오아파트)",대전광역시 유성구 죽동 730번지,34127,지하,20406,24734,2024-01-01 22:14,U,2024-01-03 2:40,36,22,25.18,127,20,18.83,36.37366098,127.3385638,985519.0851,1819591.292
7545,3670000-S201700007,2017-08-01,,사용중,죽동천년나무아파트 지하주차장 2층,공공용시설,"대전광역시 유성구 죽동로 72 (죽동, 천년나무아파트)",대전광역시 유성구 죽동 712번지,34127,지하,14182,17190,2024-01-01 22:14,U,2024-01-03 2:40,36,22,20.38,127,20,7.61,36.37232846,127.3354461,985239.1655,1819443.959
7546,3670000-S201700008,2017-08-01,,사용중,도안호반베르디움2단지아파트 지하주차장 1~2층,공공용시설,"대전광역시 유성구 도안동로 523 (봉명동, 베르디움)",대전광역시 유성구 봉명동 1021 베르디움,34189,지하,47692,57808,2023-10-11 19:21,U,2023-10-13 2:40,36,21,0.66,127,20,51.41,36.35018215,127.3476128,986326.678,1816985.668
7547,3670000-S201700009,2017-08-01,,사용중,도안트리풀시티5단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 상대로 16 (상대동, 도안신도시5블록트리풀시티아파트)",대전광역시 유성구 상대동 464번지,34199,지하,46457,56311,2023-10-26 16:06,U,2023-10-28 2:40,36,20,40.82,127,20,8.88,36.34467163,127.3358005,985265.747,1816376.17
7548,3670000-S201700010,2017-08-01,,사용중,도안예미지백조의호수7단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 봉명로 94 (봉명동, 도안신도시7단지예미지백조의호수)",대전광역시 유성구 봉명동 1037번지,34191,지하,49362,59832,2023-10-11 19:22,U,2023-10-13 2:40,36,20,49.51,127,20,40.11,36.34711974,127.3444565,986042.926,1816646.432
7549,3670000-S201700011,2017-08-01,,사용중,도안천년나무11단지아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 봉명로 16 (원신흥동, LH도안천년나무11단지)",대전광역시 유성구 원신흥동 511번지,34193,지하,21251,25758,2023-10-11 19:22,U,2023-10-13 2:40,36,20,24.45,127,20,41.23,36.34012556,127.3447871,986071.3425,1815870.583
7550,3670000-S201700012,2017-08-01,,사용중,양우내안애레이크힐아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 도안동로 446 (원신흥동, 양우내안애)",대전광역시 유성구 원신흥동 485번지,34192,지하,20846,25267,2023-10-11 19:23,U,2023-10-13 2:40,36,20,38.96,127,20,50.9,36.34415514,127.3474713,986312.9213,1816317.164
7551,3670000-S201700013,2017-12-07,,사용중,학하리슈빌 학의뜰아파트(지하1층주차장),공공용시설,"대전광역시 유성구 학하로 33 (계산동, 학하리슈빌 학의뜰아파트)",대전광역시 유성구 계산동 749번지 학하리슈빌 학의뜰아파트,34207,지하,6444,7810,2023-10-11 19:23,U,2023-10-13 2:40,36,20,13.49,127,18,9.09,36.33708001,127.3025261,982278.1827,1815539.684
7552,3670000-S201700014,2017-12-07,,사용중,오투그란데 미학아파트(지하3층주차장),공공용시설,"대전광역시 유성구 학하남로 10 (계산동, 오투그란데 미학)",대전광역시 유성구 계산동 721번지 오투그란데 미학,34209,지하,27308,33100,2023-10-11 19:23,U,2023-10-13 2:40,36,20,31.76,127,18,11.3,36.34215479,127.3031381,982334.2504,1816102.471
7553,3670000-S201700015,2017-12-07,,사용중,장대대우푸르지오아파트 지하주차장 1층,공공용시설,"대전광역시 유성구 장대로71번길 34 (장대동, 장대푸르지오)",대전광역시 유성구 장대동 479번지 장대푸르지오,34164,지하,6246,7570,2024-01-01 22:14,U,2024-01-03 2:40,36,21,38.71,127,20,0.62,36.36075178,127.3335044,985062.7833,1818160.153
7554,3670000-S201700016,2017-12-07,,사용중,효성해링턴플레이스아파트 지하주차장 1층,공공용시설,"대전광역시 유성구 문지로 300 (문지동, 효성해링턴플레이스)",대전광역시 유성구 문지동 656번지,34050,지하,44127,53487,2023-10-11 19:24,U,2023-10-13 2:40,36,23,36.8,127,24,25.64,36.3935544,127.407121,991670.8268,1821789.811
7555,3670000-S201700017,2017-12-07,,사용중,투유1아파트 지하2층주차장,공공용시설,"대전광역시 유성구 온천북로 73 (봉명동, 투유1)",대전광역시 유성구 봉명동 692번지 6호 투유1,34185,지하,1118,1355,2023-10-11 19:25,U,2023-10-13 2:40,36,21,23.15,127,21,3.81,36.35629465,127.3510215,986633.5721,1817663.197
7556,3670000-S201700018,2017-12-07,,사용중,레자미멀티홈아파트 지하2층주차장,공공용시설,"대전광역시 유성구 온천북로 7 (봉명동, 레자미멀티홈)",대전광역시 유성구 봉명동 617번지 4호,34185,지하,3377,4093,2024-01-01 22:14,U,2024-01-03 2:40,36,21,26.88,127,20,38.6,36.35733143,127.3439273,985997.2604,1817779.203
7557,3670000-S201700019,2017-12-08,,사용중,영무예다음에코타운아파트(지하1층 주차장),공공용시설,"대전광역시 유성구 지족로 92 (지족동, 영무예다음에코타운)",대전광역시 유성구 지족동 1052번지,34088,지하,30912,37469,2023-11-13 22:27,U,2023-11-15 2:40,36,22,26.39,127,18,21.85,36.37399758,127.3060684,982604.2975,1819633.989
7558,3670000-S201800001,2018-01-18,,사용중,송림마을5단지 e그리운아파트(지하1~2층주차장),공공용시설,"대전광역시 유성구 노은로 416 (하기동, 송림마을5단지아파트)",대전광역시 유성구 하기동 545번지 송림마을5단지아파트,34094,지하,19068,23112,2024-01-06 14:57,U,2024-01-08 2:40,36,23,26.9,127,19,48.09,36.39080645,127.330026,984756.5834,1821494.413
7559,3670000-S201800002,2018-01-18,,사용중,"대덕테크노밸리1단지 꿈에그린아파트(지하1,2층 주차장)",공공용시설,"대전광역시 유성구 배울2로 6 (관평동, 대덕테크노밸리1단지아파트)",대전광역시 유성구 관평동 664번지,34022,지하,25986,31498,2023-10-11 19:26,U,2023-10-13 2:40,36,25,21.32,127,23,2.86,36.42264913,127.3841294,989612.8611,1825019.294
7560,3670000-S201800003,2018-01-18,,사용중,"대덕테크노밸리3단지 중앙하이츠빌(지하1,2층 주차장)",공공용시설,"대전광역시 유성구 배울2로 24 (관평동, 대덕테크노밸리3단지아파트)",대전광역시 유성구 관평동 668번지,34022,지하,18741,22716,2023-10-11 19:26,U,2023-10-13 2:40,36,25,19.19,127,23,8.88,36.42207543,127.38592,989773.3084,1824955.466
7561,3670000-S201800004,2018-01-18,,사용중,대덕테크노밸리9단지 꿈에그린아파트(지하2층 주차장),공공용시설,"대전광역시 유성구 배울2로 19 (관평동, 대덕테크노밸리9단지아파트)",대전광역시 유성구 관평동 898번지,34021,지하,17565,21290,2023-10-11 19:27,U,2023-10-13 2:40,36,25,20.84,127,23,9.31,36.42239791,127.3859076,989772.2407,1824991.238
7562,3670000-S201800005,2018-01-18,,사용중,대덕테크노밸리12단지 필유아파트(지하2층 주차장),공공용시설,"대전광역시 유성구 배울1로 119 (용산동, 대덕테크노밸리12단지아파트)",대전광역시 유성구 용산동 666번지,34032,지하,18900,22909,2023-10-11 19:27,U,2023-10-13 2:40,36,25,2.17,127,23,34.91,36.41727001,127.3930308,990410.1643,1824421.706
7563,3670000-S201800006,2018-01-18,,사용중,대덕테크노밸리 경남아너스빌아파트(지하2층 주차장),공공용시설,"대전광역시 유성구 용산2로 30 (용산동, 경남아너스빌1단지아파트)",대전광역시 유성구 용산동 716번지,34034,지하,13177,15972,2023-10-11 19:27,U,2023-10-13 2:40,36,25,14.26,127,23,55.82,36.42062792,127.3988399,990931.3374,1824793.613
7564,3680000-S000000002,1992-09-21,,사용중,법1동행정복지센터 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 36 (법동, 법1동주민센터)",대전광역시 대덕구 법동 283번지 3호,34382,지하,344,416,2024-01-12 16:11,U,2024-01-14 2:40,36,22,14.68,127,25,36.35,36.37064501,127.4267804,993431.9052,1819247.147
7565,3680000-S000000003,1987-07-01,,사용중,주공아파트 202동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 29 (법동, 주공아파트)",대전광역시 대덕구 법동 284번지 1호,34385,지하,657,796,2024-02-02 13:08,U,2024-02-04 2:40,36,22,9.46,127,25,34.94,36.36929562,127.4263719,993395.1479,1819097.498
7566,3680000-S000000004,1987-01-01,,사용중,주공아파트 203동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 29 (법동, 주공아파트)",대전광역시 대덕구 법동 284번지 1호,34385,지하,588,712,2024-02-02 13:09,U,2024-02-04 2:40,36,22,9.46,127,25,34.94,36.36929562,127.4263719,993395.1479,1819097.498
7567,3680000-S000000005,1987-01-01,,사용중,주공아파트 209동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 29 (법동, 주공아파트)",대전광역시 대덕구 법동 284번지 1호,34385,지하,710,860,2024-02-02 13:10,U,2024-02-04 2:40,36,22,9.46,127,25,34.94,36.36929562,127.4263719,993395.1479,1819097.498
7568,3680000-S000000007,1987-07-01,,사용중,주공아파트 211동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 29 (법동, 주공아파트)",대전광역시 대덕구 법동 284번지 1호,34385,지하,657,796,2024-02-02 13:11,U,2024-02-04 2:40,36,22,12.7,127,25,35.42,36.36929562,127.4263719,993395.1479,1819097.498
7569,3680000-S000000008,1990-11-01,,사용중,주공아파트 301동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 34 (법동, 주공아파트)",대전광역시 대덕구 법동 283번지 1호,34382,지하,583,706,2024-02-02 13:11,U,2024-02-04 2:40,36,22,16.72,127,25,36.27,36.37131201,127.4267416,993428.4885,1819321.134
7570,3680000-S000000010,1990-11-01,,사용중,주공아파트 303동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 34 (법동, 주공아파트)",대전광역시 대덕구 법동 283번지 1호,34382,지하,756,916,2024-02-02 13:12,U,2024-02-04 2:40,36,22,16.72,127,25,36.27,36.37131201,127.4267416,993428.4885,1819321.134
7571,3680000-S000000012,1990-11-01,,사용중,주공아파트 305동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 34 (법동, 주공아파트)",대전광역시 대덕구 법동 283번지 1호,34382,지하,583,706,2024-02-02 13:13,U,2024-02-04 2:40,36,22,16.72,127,25,36.27,36.37131201,127.4267416,993428.4885,1819321.134
7572,3680000-S000000014,1990-11-01,,사용중,주공아파트 307동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 34 (법동, 주공아파트)",대전광역시 대덕구 법동 283번지 1호,34382,지하,583,706,2024-02-02 13:14,U,2024-02-04 2:40,36,22,16.72,127,25,36.27,36.37131201,127.4267416,993428.4885,1819321.134
7573,3680000-S000000015,1989-11-01,,사용중,유원아파트 2동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 23 (법동, 유원아파트)",대전광역시 대덕구 법동 285번지 1호,34384,지하,476,576,2024-02-02 13:16,U,2024-02-04 2:40,36,22,11.15,127,25,38.64,36.36976508,127.4273985,993487.2784,1819149.501
7574,3680000-S000000017,1989-11-01,,사용중,유원아파트 4동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 23 (법동, 유원아파트)",대전광역시 대덕구 법동 285번지 1호,34384,지하,614,744,2023-06-16 14:06,I,2023-07-28 1:14,36,22,11.15,127,25,38.64,36.36976508,127.4273985,993487.2784,1819149.501
7575,3680000-S000000019,1989-11-01,,사용중,삼호아파트 1동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 32 (법동, 삼호아파트)",대전광역시 대덕구 법동 280번지 2호,34382,지하,527,638,2024-02-02 13:15,U,2024-02-04 2:40,36,22,23.47,127,25,34.35,36.37318743,127.4262092,993380.882,1819529.194
7576,3680000-S000000021,1989-11-01,,사용중,삼호아파트 3동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 32 (법동, 삼호아파트)",대전광역시 대덕구 법동 280번지 2호,34382,지하,937,1135,2024-02-02 13:16,U,2024-02-04 2:40,36,22,22.24,127,25,32.03,36.37318743,127.4262092,993380.882,1819529.194
7577,3680000-S000000023,1987-10-01,,사용중,삼정하이츠아파트 1동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 30 (법동, 삼정하이츠타운)",대전광역시 대덕구 법동 281번지,34383,지하,379,459,2024-02-02 13:18,U,2024-02-04 2:40,36,22,22.59,127,25,35.45,36.37294033,127.4265132,993408.1292,1819501.765
7578,3680000-S000000025,1987-10-01,,사용중,삼정하이츠아파트 3동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 30 (법동, 삼정하이츠타운)",대전광역시 대덕구 법동 281번지,34383,지하,420,509,2024-02-02 13:19,U,2024-02-04 2:40,36,22,20.74,127,25,38.07,36.37294033,127.4265132,993408.1292,1819501.765
7579,3680000-S000000027,1988-10-01,,사용중,삼정하이츠아파트 14동 지하실 1층,공공용시설,"대전광역시 대덕구 계족로663번길 30 (법동, 삼정하이츠타운)",대전광역시 대덕구 법동 281번지,34383,지하,574,695,2024-02-02 13:19,U,2024-02-04 2:40,36,22,22.59,127,25,35.45,36.37294033,127.4265132,993408.1292,1819501.765
7580,3680000-S198000003,1980-03-01,,사용중,대전철도차량정비창 종합관리동 지하1층,공공용시설,"대전광역시 대덕구 벚꽃길 150 (평촌동, 대전철도차량정비창)",대전광역시 대덕구 평촌동 346번지,34341,지하,488,591,2024-01-26 17:26,U,2024-01-28 2:40,36,25,32.47,127,25,37.34,36.42568513,127.4270402,993459.8263,1825352.291
7581,3680000-S198300002,1983-01-01,,사용중,수자원공사 지하주차장 1층,공공용시설,"대전광역시 대덕구 신탄진로 200 (연축동, 한국수자원공사)",대전광역시 대덕구 연축동 6번지 2호,34350,지하,5495,6660,2023-11-06 12:26,U,2023-11-09 2:40,36,23,48.82,127,25,30.62,36.39786748,127.423532,993142.9031,1822266.937
7582,3680000-S198800100,1988-01-01,,사용중,임광아파트1동 지하주차장 1층,공공용시설,"대전광역시 대덕구 비래동로31번길 30 (비래동, 임광하이츠)",대전광역시 대덕구 비래동 129번지 3호,34417,지하,433,524,2024-01-28 15:16,U,2024-01-30 2:40,36,21,26.13,127,26,57.14,36.3572583,127.4492039,995442.6064,1817760.983
7583,3680000-S198900005,2004-01-01,,사용중,영진로얄 아파트 102동 지하 1층,공공용시설,"대전광역시 대덕구 중리서로 31, 102동 (중리동, 영진로얄아파트)",대전광역시 대덕구 중리동 275번지 30호,34392,지하,664,804,2023-06-14 11:20,I,2023-07-28 1:14,36,21,41.83,127,25,16.33,36.36161995,127.4212014,992930.6366,1818246.467
7584,3680000-S198900006,2004-01-01,,사용중,영진로얄 아파트 103동 지하 1층,공공용시설,"대전광역시 대덕구 중리서로 31, 103동 (중리동, 영진로얄아파트)",대전광역시 대덕구 중리동 275번지 30호,34392,지하,664,804,2023-06-14 11:20,I,2023-07-28 1:14,36,21,41.83,127,25,16.33,36.36161995,127.4212014,992930.6366,1818246.467
7585,3680000-S198900007,2004-01-01,,사용중,영진로얄 아파트 104동 지하 1층,공공용시설,"대전광역시 대덕구 중리서로 30, 104동 (중리동, 영진로얄아파트)",대전광역시 대덕구 중리동 275번지 1호,34392,지하,664,804,2023-06-14 11:20,I,2023-07-28 1:14,36,21,40.55,127,25,17.19,36.36126294,127.4214425,992952.2333,1818206.85
7586,3680000-S198900008,2004-01-01,,사용중,영진로얄 아파트 105동 지하 1층,공공용시설,"대전광역시 대덕구 중리서로 30, 105동 (중리동, 영진로얄아파트)",대전광역시 대덕구 중리동 275번지 1호,34392,지하,664,804,2023-06-14 11:21,I,2023-07-28 1:14,36,21,40.55,127,25,17.19,36.36126294,127.4214425,992952.2333,1818206.85
7587,3680000-S198900009,2004-01-01,,사용중,영진로얄 아파트 106동 지하 1층,공공용시설,"대전광역시 대덕구 중리서로 36, 106동 (중리동, 영진로얄아파트)",대전광역시 대덕구 중리동 275번지 14호,34392,지하,664,804,2023-06-14 11:21,I,2023-07-28 1:14,36,21,42.7,127,25,17.98,36.36186055,127.4216608,992971.8672,1818273.121
7588,3680000-S198900010,2004-01-01,,사용중,영진로얄 아파트 107동 지하 1층,공공용시설,"대전광역시 대덕구 중리서로 36, 107동 (중리동, 영진로얄아파트)",대전광역시 대덕구 중리동 275번지 14호,34392,지하,664,804,2023-06-14 11:21,I,2023-07-28 1:14,36,21,42.7,127,25,17.98,36.36186055,127.4216608,992971.8672,1818273.121
7589,3680000-S198900100,1989-01-01,,사용중,삼호맨션아파트1동 지하,공공용시설,"대전광역시 대덕구 비래서로 42 (비래동, 삼호아파트)",대전광역시 대덕구 비래동 124번지 1호,34419,지하,882,1069,2024-01-28 15:21,U,2024-01-30 2:40,36,21,13.26,127,26,55.7,36.35368306,127.4488058,995406.6751,1817364.432
7590,3680000-S198900200,1989-01-01,,사용중,삼호맨션아파트2동 지하,공공용시설,"대전광역시 대덕구 비래서로 42 (비래동, 삼호아파트)",대전광역시 대덕구 비래동 124번지 1호,34419,지하,1022,1238,2024-01-28 15:21,U,2024-01-30 2:40,36,21,13.26,127,26,55.7,36.35368306,127.4488058,995406.6751,1817364.432
7591,3680000-S199000012,1990-01-01,,사용중,서우아파트 101동 지하1층 주차장,공공용시설,"대전광역시 대덕구 석봉로30번안길 57 (석봉동, 서우아파트)",대전광역시 대덕구 석봉동 177번지 2호,34319,지하,2895,3509,2024-01-30 9:30,U,2024-02-01 2:40,36,26,44.35,127,25,41.36,36.44565164,127.4281542,993561.3333,1827566.956
7592,3680000-S199100600,1991-01-01,,사용중,금성백조아파트106동 지하주차장 1층,공공용시설,"대전광역시 대덕구 비래동로31번길 50 (비래동, 금성백조아파트)",대전광역시 대덕구 비래동 119번지 9호,34417,지하,640,775,2024-01-28 15:20,U,2024-01-30 2:40,36,21,28.05,127,26,52.82,36.35765305,127.4482302,995355.2686,1817804.815
7593,3680000-S199100700,1991-01-01,,사용중,금성백조아파트101동 지하 1층,공공용시설,"대전광역시 대덕구 우암동로 2 (비래동, 금성백조2차아파트)",대전광역시 대덕구 비래동 133번지 5호,34415,지하,549,665,2024-01-28 15:19,U,2024-01-30 2:40,36,21,29.95,127,27,6.46,36.35809995,127.4516119,995658.6981,1817854.229
7594,3680000-S199100800,1991-01-01,,사용중,금성백조아파트102동 지하 1층,공공용시설,"대전광역시 대덕구 우암로 463 (비래동, 금성백조아파트)",대전광역시 대덕구 비래동 130번지 7호,34417,지하,367,444,2024-01-28 15:19,U,2024-01-30 2:40,36,21,28.87,127,27,2.18,36.35799673,127.4507846,995584.47,1817842.817
7595,3680000-S199100900,1991-01-01,,사용중,금성백조아파트103동 지하주차장 1층,공공용시설,"대전광역시 대덕구 비래동로 44 (비래동, 금성백조아파트)",대전광역시 대덕구 비래동 136번지 1호,34418,지하,525,636,2024-01-28 15:20,U,2024-01-30 2:40,36,21,27.47,127,27,4.67,36.35763164,127.4512961,995630.3419,1817802.297
7596,3680000-S199101000,1991-01-01,,사용중,금성백조아파트105동 지하주차장 1층,공공용시설,"대전광역시 대덕구 비래동로 44 (비래동, 금성백조아파트)",대전광역시 대덕구 비래동 136번지 1호,34418,지하,849,1029,2024-01-28 15:20,U,2024-01-30 2:40,36,21,27.47,127,27,4.67,36.35763164,127.4512961,995630.3419,1817802.297
7597,3680000-S199200015,1992-01-01,,사용중,거성아파트 나동 지하주차장 1층,공공용시설,"대전광역시 대덕구 신탄진로778번길 12 (신탄진동, 거성아파트)",대전광역시 대덕구 신탄진동 175번지 13호,34312,지하,490,593,2024-01-23 17:47,U,2024-01-25 2:40,36,26,48.57,127,25,49.01,36.44685506,127.4302785,993751.8114,1827700.303
7598,3680000-S199200016,1992-01-01,,사용중,거성아파트 가동 지하주차장 1층,공공용시설,"대전광역시 대덕구 신탄진로778번길 16 (신탄진동, 거성아파트)",대전광역시 대덕구 신탄진동 175번지 29호,34312,지하,530,642,2024-01-23 17:48,U,2024-01-25 2:40,36,26,47.83,127,25,49.04,36.44665469,127.4302817,993752.0754,1827678.077
7599,3680000-S199200017,1992-01-01,,사용중,홍림아파트 부설 지하주차장 1층,공공용시설,"대전광역시 대덕구 신탄진로772번길 11 (신탄진동, 홍림아파트)",대전광역시 대덕구 신탄진동 175번지 30호,34312,지하,554,671,2024-01-23 17:46,U,2024-01-25 2:40,36,26,47.07,127,25,49.14,36.4463793,127.4302986,993753.5708,1827647.528
7600,3680000-S199200021,1992-01-01,,사용중,한마음 아파트 101동 지하1층 지하실,공공용시설,"대전광역시 대덕구 계족로664번길 27, 101동 (법동, 한마음아파트)",대전광역시 대덕구 법동 188번지,34397,지하,746,904,2024-01-24 15:09,U,2024-01-26 2:40,36,22,15.09,127,25,51.19,36.37085833,127.4308856,993800.1744,1819270.536
7601,3680000-S199200022,1992-01-01,,사용중,한마음 아파트 102동 지하1층 지하실,공공용시설,"대전광역시 대덕구 계족로664번길 27 (법동, 한마음아파트)",대전광역시 대덕구 법동 188번지,34397,지하,627,760,2024-01-24 15:09,U,2024-01-26 2:40,36,22,15.09,127,25,51.19,36.37085833,127.4308856,993800.1744,1819270.536
